"lsoa","output"
"E00175913",5564.7
"E00175914",16713.6
"E00175915",12927.9
"E00175917",59459.5
"E00175918",9971.8
"E00175919",13641.0
"E00175920",5306.9
"E00175921",8917.7
"E00175924",2898.6
"E00175925",7960.4
"E00175927",28888.9
"E00175930",6700.7
"E00175932",8441.6
"E00175933",8076.9
"E00175934",3412.5
"E00175935",873.7
"E00175936",5602.0
"E00175939",11758.2
"E00175940",20789.5
"E00175941",5221.4
"E00175942",4053.0
"E00175943",15858.0
"E00175944",19764.2
"E00175946",2357.4
"E00175947",12575.8
"E00175948",770.4
"E00175949",24579.8
"E00175950",9044.9
"E00175951",11267.1
"E00175952",129411.8
"E00175953",7659.0
"E00175954",10360.4
"E00175955",1823.1
"E00175956",3241.6
"E00175959",799.6
"E00175960",5236.8
"E00175961",2201.2
"E00175963",3957.5
"E00175964",21739.1
"E00175965",22222.2
"E00175966",3326.7
"E00175967",11853.3
"E00175968",9975.2
"E00175969",2205.0
"E00175970",6909.1
"E00175971",17299.3
"E00175972",4668.0
"E00175973",10156.3
"E00175974",5246.3
"E00175975",6989.7
"E00175976",3087.7
"E00175977",17234.0
"E00175978",7643.5
"E00175979",14275.4
"E00175980",599.9
"E00175981",2974.7
"E00175982",10781.9
"E00175983",11474.4
"E00175984",1258.1
"E00175985",17567.6
"E00175986",3075.1
"E00175987",24303.8
"E00175988",5531.1
"E00175989",4811.8
"E00175990",3809.5
"E00175991",26100.0
"E00175992",3123.4
"E00175993",30000.0
"E00175994",4467.0
"E00175995",5642.0
"E00175996",37407.4
"E00175998",3094.3
"E00175999",13684.2
"E00176001",28186.8
"E00176003",11075.9
"E00176004",11626.5
"E00176006",6849.3
"E00176007",19607.8
"E00176008",3448.3
"E00176009",86087.0
"E00176010",36825.4
"E00176011",8260.9
"E00176012",7807.4
"E00176013",8820.8
"E00176014",9862.4
"E00176015",2495.7
"E00176016",6776.0
"E00176017",5107.9
"E00176019",5664.0
"E00176020",11899.4
"E00176021",14285.7
"E00176022",10337.1
"E00176023",12500.0
"E00176024",23692.3
"E00176025",19264.7
"E00176026",10625.0
"E00176027",11250.0
"E00176028",8793.1
"E00176029",17128.7
"E00176030",18446.1
"E00176032",27500.0
"E00176033",7429.2
"E00176034",58787.9
"E00176035",29166.7
"E00176036",8176.1
"E00176037",7584.3
"E00176039",2489.9
"E00176040",12903.2
"E00176042",17981.7
"E00176043",9241.1
"E00176044",8760.8
"E00176045",7864.8
"E00176047",11217.9
"E00176050",54000.0
"E00176052",9230.8
"E00176053",33181.8
"E00176054",21376.8
"E00176057",6254.4
"E00176059",12041.9
"E00176060",10720.7
"E00176062",22430.9
"E00176063",24000.0
"E00176064",6379.3
"E00176065",2992.7
"E00176066",13968.9
"E00176068",3095.0
"E00176069",10452.3
"E00176071",9233.1
"E00176072",5265.6
"E00176073",4602.9
"E00176075",7009.8
"E00176076",19044.1
"E00176077",2747.1
"E00176078",2548.5
"E00176080",53283.6
"E00176081",17518.2
"E00176083",8007.7
"E00176084",2353.7
"E00176085",288.9
"E00176086",30408.2
"E00176087",18871.0
"E00176088",2729.6
"E00176089",466.7
"E00176090",11658.3
"E00176092",13255.8
"E00176093",10782.6
"E00180776",2517.7
"E00180777",8054.9
"E00180778",3157.3
"E00180779",13921.2
"E00180780",12290.5
"E00180781",23424.7
"E00180782",14554.8
"E00180783",21277.5
"E00180784",43.2
"E00180785",4959.2
"E00180786",13333.3
"E00180787",11366.6
"E00180788",6014.6
"E00180789",11172.6
"E00180790",4360.7
"E00180791",2714.8
"E00180792",38145.2
"E00180793",44426.2
"E00180794",29023.3
"E00180795",17355.4
"E00180796",1509.3
"E00180797",86666.7
"E00180798",10493.5
"E00180799",3588.4
"E00180800",27777.8
"E00180801",2123.7
"E00180802",10911.8
"E00180803",4596.8
"E00180804",3812.2
"E00180805",10329.7
"E00180806",19277.1
"E00180807",17537.3
"E00180808",7183.4
"E00180809",7631.6
"E00180810",9376.6
"E00180811",5672.7
"E00180812",61395.3
"E00180813",7628.2
"E00180814",27668.2
"E00180815",9322.7
"E00180816",24933.3
"E00180817",9020.4
"E00180818",2924.3
"E00180819",9952.2
"E00180820",7953.2
"E00180821",4207.0
"E00180822",29555.6
"E00180823",10570.1
"E00180824",10735.3
"E00180825",2101.9
"E00180826",26956.5
"E00180827",2694.1
"E00180828",10625.0
"E00180829",8443.4
"E00180830",2958.2
"E00180831",32985.1
"E00180832",1709.5
"E00180833",27582.9
"E00180834",114444.4
"E00180835",18924.7
"E00180836",4417.5
"E00180837",30597.0
"E00180838",13687.2
"E00180839",2203.5
"E00180840",5810.1
"E00180841",5817.2
"E00180842",45750.0
"E00180843",19491.5
"E00180844",27724.6
"E00180845",6390.5
"E00180846",7963.0
"E00180847",8390.2
"E00180848",8428.3
"E00180849",164193.5
"E00180850",3779.1
"E00180851",22090.9
"E00180852",7785.9
"E00180853",113684.2
"E00180854",11724.9
"E00180855",30409.4
"E00180856",11076.9
"E00180857",15862.1
"E00180858",31162.8
"E00180859",13451.8
"E00180860",12430.6
"E00180861",15518.4
"E00180862",16685.9
"E00180863",1937.7
"E00180864",7333.3
"E00180865",45238.1
"E00180866",16726.2
"E00180867",5377.0
"E00180868",81600.0
"E00180869",13246.8
"E00180870",6304.3
"E00180871",11747.6
"E00180872",19793.8
"E00180873",13622.0
"E00180874",6223.5
"E00180875",10635.6
"E00180876",77547.2
"E00180877",9326.2
"E00180878",3417.5
"E00180879",12641.5
"E00180880",9120.2
"E00180881",6094.3
"E00180882",8584.1
"E00180883",11011.2
"E00180884",20454.5
"E00180885",70769.2
"E00180886",6747.6
"E00180887",2584.8
"E00180888",10347.8
"E00180889",20000.0
"E00180890",7682.3
"E00180891",4440.9
"E00180892",6621.0
"E00180893",14431.1
"E00180894",713.0
"E00180895",31132.1
"E00180896",17789.1
"E00180897",2240.9
"E00180898",54042.6
"E00180899",14141.4
"E00180900",9518.9
"E00180901",15555.6
"E00180902",2322.6
"E00180903",10181.4
"E00180904",39056.6
"E00180905",44210.5
"E00180906",4189.9
"E00180907",9521.0
"E00180908",21435.2
"E00180909",4751.6
"E00180910",7517.7
"E00180911",15241.9
"E00180912",7833.7
"E00180913",2290.7
"E00180914",8494.0
"E00180915",9600.0
"E00180916",13099.6
"E00180917",97741.9
"E00180918",6724.6
"E00180919",4208.7
"E00180920",27109.8
"E00180921",15482.2
"E00180922",8150.3
"E00180923",21610.2
"E00180924",26324.3
"E00180925",36936.9
"E00180926",8288.3
"E00180927",22536.2
"E00180928",35744.7
"E00180929",21710.5
"E00180930",6097.2
"E00180931",24945.1
"E00180932",20161.3
"E00180933",67692.3
"E00180934",21681.4
"E00180935",31803.3
"E00180936",4834.1
"E00180937",15228.9
"E00180938",6213.4
"E00180939",14354.8
"E00180940",15672.7
"E00180941",31271.2
"E00180942",7446.3
"E00180943",6666.7
"E00180944",11631.2
"E00180945",7135.9
"E00180946",15859.3
"E00180947",47075.5
"E00180948",35254.2
"E00180949",22412.3
"E00180950",4609.6



